IdSklep;Sklep;Data;WartoscsprzedazyBrutto;IloscdDkumentowSprzedazy;SredniaWartoscKoszyka;IloscIndeksow
4;004 - Sklep Washington;2016-02-24;2842.87;123;23.11;357.11
4;004 - Sklep Washington;2016-02-25;3010.74;134;22.47;378.17
4;004 - Sklep Washington;2016-02-26;5468.49;145;37.71;430.87
4;004 - Sklep Washington;2016-02-27;3586.885;94;38.16;230.31
4;004 - Sklep Washington;2016-02-29;2926.9074;109;26.85;301.32
4;004 - Sklep Washington;2016-03-01;4139.585;122;33.93;364.43
4;004 - Sklep Washington;2016-03-02;3410.93;133;25.65;384.1
4;004 - Sklep Washington;2016-03-03;4518.2737;151;29.92;477.49
4;004 - Sklep Washington;2016-03-04;4777.8405;133;35.92;383.9
4;004 - Sklep Washington;2016-03-05;3590.5;133;27;384.64
4;004 - Sklep Washington;2016-03-07;3176.54;130;24.43;343.06
4;004 - Sklep Washington;2016-03-08;4386.075;145;30.25;482.2
4;004 - Sklep Washington;2016-03-09;4794.105;147;32.61;590.62
4;004 - Sklep Washington;2016-03-10;4504.22;142;31.72;438.8
4;004 - Sklep Washington;2016-03-11;4360.19;143;30.49;471.22
4;004 - Sklep Washington;2016-03-12;5818.4291;145;40.13;476.77
4;004 - Sklep Washington;2016-03-14;5543.342;163;34.01;527.82
4;004 - Sklep Washington;2016-03-15;5518.3446;186;29.67;774.04
4;004 - Sklep Washington;2016-03-16;6391.8665;184;34.74;857.62
4;004 - Sklep Washington;2016-03-17;4883.6099;163;29.96;511.48
4;004 - Sklep Washington;2016-03-18;4452.35;169;26.35;514.78
4;004 - Sklep Washington;2016-03-19;4366.3741;117;37.32;399.82
4;004 - Sklep Washington;2016-03-21;5155.654;166;31.06;603.48
4;004 - Sklep Washington;2016-03-22;4676.383;187;25.01;629.92
4;004 - Sklep Washington;2016-03-23;5561.885;194;28.67;614.32
4;004 - Sklep Washington;2016-03-24;5475.3275;204;26.84;521.91
4;004 - Sklep Washington;2016-03-25;7229.3039;250;28.92;668.33
4;004 - Sklep Washington;2016-03-26;3187.324;115;27.72;337.17
4;004 - Sklep Washington;2016-03-29;1253.24;52;24.1;156.01
4;004 - Sklep Washington;2016-03-30;3520.815;81;43.47;266.99
4;004 - Sklep Washington;2016-03-31;2945.41;99;29.75;335.14
4;004 - Sklep Washington;2016-04-01;2477.875;97;25.55;252.88
4;004 - Sklep Washington;2016-04-02;3393.5741;92;36.89;290.49
4;004 - Sklep Washington;2016-04-04;1262.51;77;16.4;177.12
4;004 - Sklep Washington;2016-04-05;2665.055;104;25.63;339.39
4;004 - Sklep Washington;2016-04-06;3252.95;115;28.29;292.62
4;004 - Sklep Washington;2016-04-07;2649.3045;92;28.8;239.77
4;004 - Sklep Washington;2016-04-08;2714.4243;96;28.28;276.33
4;004 - Sklep Washington;2016-04-09;2667.74;86;31.02;241.4
4;004 - Sklep Washington;2016-04-11;2323.2315;104;22.34;246.19
4;004 - Sklep Washington;2016-04-12;2836.55;106;26.76;281.39
4;004 - Sklep Washington;2016-04-13;1279.55;83;15.42;169.5
4;004 - Sklep Washington;2016-04-14;2893.24;109;26.54;323.61
4;004 - Sklep Washington;2016-04-15;3758.95;126;29.83;566.12
4;004 - Sklep Washington;2016-04-16;2854.3645;88;32.44;266.59
4;004 - Sklep Washington;2016-04-18;4275.005;117;36.54;403.9
4;004 - Sklep Washington;2016-04-19;2798.32;87;32.16;327.67
4;004 - Sklep Washington;2016-04-20;3555.0828;127;27.99;381.03
4;004 - Sklep Washington;2016-04-21;2477.4135;116;21.36;300.42
4;004 - Sklep Washington;2016-04-22;2981.09;99;30.11;275.04
4;004 - Sklep Washington;2016-04-23;2192.65;89;24.64;278.02
4;004 - Sklep Washington;2016-04-25;2479.51;112;22.14;262.38
4;004 - Sklep Washington;2016-04-26;3614.88;101;35.79;296.28
4;004 - Sklep Washington;2016-04-27;3632.755;117;31.05;429.2
4;004 - Sklep Washington;2016-04-28;2588.171;110;23.53;361.31
4;004 - Sklep Washington;2016-04-29;3499.565;110;31.81;323.85
4;004 - Sklep Washington;2016-04-30;2818.2839;101;27.9;340.23
4;004 - Sklep Washington;2016-05-02;2643.76;103;25.67;236.3
4;004 - Sklep Washington;2016-05-04;2741.0439;100;27.41;250.39
4;004 - Sklep Washington;2016-05-12;3016.16;120;25.13;318.83
4;004 - Sklep Washington;2016-05-13;4082.93;142;28.75;415.22
4;004 - Sklep Washington;2016-05-14;3351.51;100;33.52;264.01
4;004 - Sklep Washington;2016-05-16;2464.578;87;28.33;285.87
4;004 - Sklep Washington;2016-05-17;3479.39;107;32.52;328.92
4;004 - Sklep Washington;2016-05-18;2524.8;84;30.06;276.5
4;004 - Sklep Washington;2016-05-19;3162.4609;112;28.24;356.56
4;004 - Sklep Washington;2016-05-20;3474.1085;102;34.06;406.16
4;004 - Sklep Washington;2016-05-21;2170.164;87;24.94;246.39
4;004 - Sklep Washington;2016-05-23;2445.4;97;25.21;319
4;004 - Sklep Washington;2016-05-24;2117.69;102;20.76;273.06
4;004 - Sklep Washington;2016-05-25;3964.148;124;31.97;383.14
4;004 - Sklep Washington;2016-05-27;3380.26;144;23.47;393.06
4;004 - Sklep Washington;2016-05-28;2477.48;95;26.08;284.98
4;004 - Sklep Washington;2016-05-30;3829.43;94;40.74;311.2
4;004 - Sklep Washington;2016-05-31;2680.85;115;23.31;329.45
4;004 - Sklep Washington;2016-06-01;4609.7943;111;41.53;405.53
4;004 - Sklep Washington;2016-06-02;3734.87;124;30.12;361.08
4;004 - Sklep Washington;2016-06-03;2846.985;134;21.25;364.44
4;004 - Sklep Washington;2016-06-04;2161.45;75;28.82;262.03
4;004 - Sklep Washington;2016-06-06;2605.872;106;24.58;346.18
4;004 - Sklep Washington;2016-06-07;3208.5;100;32.09;275.65
4;004 - Sklep Washington;2016-06-08;3638.99;108;33.69;346.7
4;004 - Sklep Washington;2016-06-09;2409.38;116;20.77;293.66
4;004 - Sklep Washington;2016-06-10;5055.675;159;31.8;600.37
4;004 - Sklep Washington;2016-06-11;2848.5;93;30.63;264.9
4;004 - Sklep Washington;2016-06-13;2144.705;90;23.83;271.96
4;004 - Sklep Washington;2016-06-14;3237.6147;125;25.9;317.1
4;004 - Sklep Washington;2016-06-15;3944.565;127;31.06;419.91
4;004 - Sklep Washington;2016-06-16;3634.5773;126;28.85;397.36
4;004 - Sklep Washington;2016-06-17;3481.78;81;42.98;312.05
4;004 - Sklep Washington;2016-06-18;3270.765;105;31.15;283.61
4;004 - Sklep Washington;2016-06-20;3389.84;108;31.39;318.45
4;004 - Sklep Washington;2016-06-21;3176.2985;124;25.62;297.14
4;004 - Sklep Washington;2016-06-22;3091.5385;121;25.55;428.92
4;004 - Sklep Washington;2016-06-23;3463.4375;121;28.62;365.95
4;004 - Sklep Washington;2016-06-24;4314.4985;105;41.09;355.85
4;004 - Sklep Washington;2016-06-25;2143.565;59;36.33;167.61
4;004 - Sklep Washington;2016-06-27;3947.414;112;35.24;388.1
4;004 - Sklep Washington;2016-06-28;3451.4185;129;26.76;361.93
4;004 - Sklep Washington;2016-06-29;4301.3537;126;34.14;417.83
4;004 - Sklep Washington;2016-06-30;3268.715;122;26.79;404.17
4;004 - Sklep Washington;2016-07-01;3841.605;131;29.33;453.83
4;004 - Sklep Washington;2016-07-02;4278.3485;127;33.69;418.9
4;004 - Sklep Washington;2016-07-04;4207.955;181;23.25;508.43
4;004 - Sklep Washington;2016-07-05;4192.135;163;25.72;673.11
4;004 - Sklep Washington;2016-07-06;4059.34;148;27.43;547.16
4;004 - Sklep Washington;2016-07-07;5289.4075;188;28.14;669.6
4;004 - Sklep Washington;2016-07-08;5920.7902;191;31;677.53
4;004 - Sklep Washington;2016-07-09;6048.9494;168;36.01;681.64
4;004 - Sklep Washington;2016-07-11;5585.6143;221;25.27;886.25
4;004 - Sklep Washington;2016-07-12;5343.2343;216;24.74;868.49
4;004 - Sklep Washington;2016-07-13;4134.4;145;28.51;631.87
4;004 - Sklep Washington;2016-07-14;3383.51;113;29.94;605.78
4;004 - Sklep Washington;2016-07-15;5794.85;200;28.97;840.98
4;004 - Sklep Washington;2016-07-16;4784.2229;145;32.99;730.09
4;004 - Sklep Washington;2016-07-18;5310.0783;173;30.69;631.04
4;004 - Sklep Washington;2016-07-19;6026.1505;195;30.9;915.14
4;004 - Sklep Washington;2016-07-20;5003.89;164;30.51;676.47
4;004 - Sklep Washington;2016-07-21;4130.0447;140;29.5;643.5
4;004 - Sklep Washington;2016-07-22;4037.927;142;28.44;525.7
4;004 - Sklep Washington;2016-07-23;3317.355;132;25.13;453.04
4;004 - Sklep Washington;2016-07-25;4428.08;166;26.68;585.34
4;004 - Sklep Washington;2016-07-26;4906.4119;155;31.65;621.49
4;004 - Sklep Washington;2016-07-27;4988.1839;155;32.18;509.26
4;004 - Sklep Washington;2016-08-13;4810.6125;130;37;531.75
4;004 - Sklep Washington;2016-08-16;4818.17;144;33.46;435.34
4;004 - Sklep Washington;2016-08-17;4052.605;138;29.37;482.33
4;004 - Sklep Washington;2016-08-18;5112.76;172;29.73;566.57
4;004 - Sklep Washington;2016-08-19;4543.5343;170;26.73;547.77
4;004 - Sklep Washington;2016-08-20;3342.59;100;33.43;315
4;004 - Sklep Washington;2016-08-22;3308.115;148;22.35;434.34
4;004 - Sklep Washington;2016-08-23;3547.695;137;25.9;493.31
4;004 - Sklep Washington;2016-08-24;2995.397;105;28.53;357.13
4;004 - Sklep Washington;2016-08-25;4201.1675;153;27.46;523.68
4;004 - Sklep Washington;2016-08-26;4623.46;150;30.82;458.65
4;004 - Sklep Washington;2016-08-27;4151.32;106;39.16;330.7
4;004 - Sklep Washington;2016-08-29;4393.734;122;36.01;475.36
4;004 - Sklep Washington;2016-08-30;5159.2668;167;30.89;570.28
4;004 - Sklep Washington;2016-08-31;6266.2075;158;39.66;567.85
4;004 - Sklep Washington;2016-09-01;3060;140;21.86;389.8
4;004 - Sklep Washington;2016-09-02;5814.262;187;31.09;633.65
4;004 - Sklep Washington;2016-09-03;4330.125;113;38.32;485.46
4;004 - Sklep Washington;2016-09-05;4018.018;147;27.33;417.61
4;004 - Sklep Washington;2016-09-06;4699.0539;174;27.01;514.09
4;004 - Sklep Washington;2016-09-07;4130.247;157;26.31;480.79
4;004 - Sklep Washington;2016-09-08;3909.6014;133;29.4;430.18
4;004 - Sklep Washington;2016-09-09;4505.48;142;31.73;498.29
4;004 - Sklep Washington;2016-09-10;3460.048;108;32.04;300.02
4;004 - Sklep Washington;2016-09-12;3751.34;132;28.42;431.36
4;004 - Sklep Washington;2016-09-13;4459.59;160;27.87;480.48
4;004 - Sklep Washington;2016-09-14;3977.705;141;28.21;432.85
4;004 - Sklep Washington;2016-09-15;4250.8441;162;26.24;568.17
4;004 - Sklep Washington;2016-09-16;5487.557;141;38.92;1157.33
4;004 - Sklep Washington;2016-09-17;3218.11;92;34.98;306.62
4;004 - Sklep Washington;2016-09-19;3752.76;137;27.39;410
4;004 - Sklep Washington;2016-09-20;3321.18;134;24.78;420.78
4;004 - Sklep Washington;2016-09-21;3805.76;122;31.19;383.62
4;004 - Sklep Washington;2016-09-22;3665.695;148;24.77;423.33
4;004 - Sklep Washington;2016-09-23;4909.068;157;31.27;461.88
4;004 - Sklep Washington;2016-09-24;3813.6215;118;32.32;341.06
4;004 - Sklep Washington;2016-09-26;4186.94;142;29.49;456.09
4;004 - Sklep Washington;2016-09-27;4361.5145;147;29.67;481.95
4;004 - Sklep Washington;2016-09-28;4862.475;130;37.4;464.27
4;004 - Sklep Washington;2016-09-29;3342.697;124;26.96;376.41
4;004 - Sklep Washington;2016-09-30;5042.17;138;36.54;436.84
4;004 - Sklep Washington;2016-10-01;2960.65;99;29.91;285.28
4;004 - Sklep Washington;2016-10-03;3822.395;141;27.11;419.66
4;004 - Sklep Washington;2016-10-04;4515.36;158;28.58;447.23
4;004 - Sklep Washington;2016-10-05;4864.919;120;40.54;341.91
4;004 - Sklep Washington;2016-10-06;4483.4613;135;33.21;477.54
4;004 - Sklep Washington;2016-10-07;3713.53;140;26.53;393.32
4;004 - Sklep Washington;2016-10-08;5640.945;132;42.73;476.03
4;004 - Sklep Washington;2016-10-10;4534.5355;145;31.27;463.72
4;004 - Sklep Washington;2016-10-11;4192.2645;140;29.94;418.85
4;004 - Sklep Washington;2016-10-12;3190.84;127;25.12;387.22
4;004 - Sklep Washington;2016-10-13;4125.7667;129;31.98;474.48
4;004 - Sklep Washington;2016-10-14;4472.8;151;29.62;490.82
4;004 - Sklep Washington;2016-10-15;3422.635;109;31.4;365.19
4;004 - Sklep Washington;2016-10-17;4175;150;27.83;450.29
4;004 - Sklep Washington;2016-10-18;4760.855;144;33.06;486.79
4;004 - Sklep Washington;2016-10-19;4721.82;130;36.32;395.16
4;004 - Sklep Washington;2016-10-20;2843.3179;139;20.46;394.59
4;004 - Sklep Washington;2016-11-02;3854.21;89;43.31;294.7
4;004 - Sklep Washington;2016-11-03;3789.247;113;33.53;483.75
4;004 - Sklep Washington;2016-11-04;4633.45;141;32.86;423.66
4;004 - Sklep Washington;2016-11-05;3727.56;113;32.99;370
4;004 - Sklep Washington;2016-11-07;3274.4095;129;25.38;397.25
4;004 - Sklep Washington;2016-11-08;3775.855;135;27.97;364.98
4;004 - Sklep Washington;2016-11-09;3890.519;130;29.93;309.81
4;004 - Sklep Washington;2016-11-10;4351.8225;182;23.91;473.62
4;004 - Sklep Washington;2016-11-12;4612.1005;138;33.42;419.91
4;004 - Sklep Washington;2016-11-14;5624.357;172;32.7;542.42
4;004 - Sklep Washington;2016-11-15;5912.2845;159;37.18;619.05
4;004 - Sklep Washington;2016-11-16;4511.272;141;31.99;497.98
4;004 - Sklep Washington;2016-11-17;5254.1;142;37;520.2
4;004 - Sklep Washington;2016-11-18;4380.409;135;32.45;438.25
4;004 - Sklep Washington;2016-11-19;5548.085;109;50.9;323.15
4;004 - Sklep Washington;2016-11-21;4863.212;157;30.98;503.81
4;004 - Sklep Washington;2016-11-22;4815.2089;138;34.89;497.01
4;004 - Sklep Washington;2016-11-23;4502.7799;156;28.86;438.59
4;004 - Sklep Washington;2016-11-24;5884.655;130;45.27;640.53
4;004 - Sklep Washington;2016-11-25;4112.725;159;25.87;484.28
4;004 - Sklep Washington;2016-11-26;3972.74;123;32.3;369.77
4;004 - Sklep Washington;2016-11-28;5949.8185;167;35.63;527.61
4;004 - Sklep Washington;2016-11-29;5096.1941;167;30.52;580.94
4;004 - Sklep Washington;2016-11-30;4570.21;147;31.09;447.85
4;004 - Sklep Washington;2016-12-01;3789.15;108;35.08;347.63
4;004 - Sklep Washington;2016-12-02;6806.78;160;42.54;508.64
4;004 - Sklep Washington;2016-12-03;5728.1145;149;38.44;516.45
4;004 - Sklep Washington;2016-12-05;7197.2824;198;36.35;653.99
4;004 - Sklep Washington;2016-12-06;8575.1863;244;35.14;893.56
4;004 - Sklep Washington;2016-12-07;9687.872;200;48.44;863.57
4;004 - Sklep Washington;2016-12-08;6125.861;175;35;621.28
4;004 - Sklep Washington;2016-12-09;7255.135;201;36.1;722.23
4;004 - Sklep Washington;2016-12-10;4686.975;122;38.42;453.04
4;004 - Sklep Washington;2016-12-12;6733.84;225;29.93;796.28
4;004 - Sklep Washington;2016-12-13;8439.396;217;38.89;799.91
4;004 - Sklep Washington;2016-12-14;10769.7659;254;42.4;998.19
4;004 - Sklep Washington;2016-12-15;9122.6694;206;44.28;727.04
4;004 - Sklep Washington;2016-12-16;8514.785;240;35.48;955.83
4;004 - Sklep Washington;2016-12-17;7543.1035;177;42.62;576.05
4;004 - Sklep Washington;2016-12-19;10417.8182;256;40.69;870.5
4;004 - Sklep Washington;2016-12-20;12065.6567;282;42.79;1018.2
4;004 - Sklep Washington;2016-12-21;9447.0931;260;36.33;743.97
4;004 - Sklep Washington;2016-12-22;14623.54;274;53.37;881
4;004 - Sklep Washington;2016-12-23;14047.2295;331;42.44;1025
4;004 - Sklep Washington;2016-12-24;6239.269;135;46.22;443.31
4;004 - Sklep Washington;2016-12-27;1311;63;20.81;140.38
4;004 - Sklep Washington;2016-12-28;5848.1929;112;52.22;490.55
4;004 - Sklep Washington;2016-12-29;3911.055;132;29.63;326.07
4;004 - Sklep Washington;2016-12-30;4109.4;126;32.61;315.8
4;004 - Sklep Washington;2016-12-31;3078.59;74;41.6;204.87
5;005 - Sklep San Francisco;2016-01-21;1653.17;53;31.19;134
5;005 - Sklep San Francisco;2016-01-22;827.34;32;25.85;66
5;005 - Sklep San Francisco;2016-01-23;549.62;20;27.48;48
5;005 - Sklep San Francisco;2016-01-25;920.82;32;28.78;95
5;005 - Sklep San Francisco;2016-01-26;811.43;24;33.81;47
5;005 - Sklep San Francisco;2016-01-27;1029.2;29;35.49;80
5;005 - Sklep San Francisco;2016-01-28;996.43;29;34.36;67
5;005 - Sklep San Francisco;2016-01-29;1057.34;22;48.06;94
5;005 - Sklep San Francisco;2016-01-30;559.09;22;25.41;41
5;005 - Sklep San Francisco;2016-02-01;579.87;25;23.19;53
5;005 - Sklep San Francisco;2016-02-02;520.11;27;19.26;49
5;005 - Sklep San Francisco;2016-02-03;303.83;18;16.88;37
5;005 - Sklep San Francisco;2016-02-04;232.41;14;16.6;29
5;005 - Sklep San Francisco;2016-02-05;766.33;27;28.38;37
5;005 - Sklep San Francisco;2016-02-06;688.49;21;32.79;41
5;005 - Sklep San Francisco;2016-02-08;931.57;23;40.5;53
5;005 - Sklep San Francisco;2016-02-09;541.75;16;33.86;45
5;005 - Sklep San Francisco;2016-02-10;577.41;23;25.1;29
5;005 - Sklep San Francisco;2016-02-11;927.56;26;35.68;55
5;005 - Sklep San Francisco;2016-02-12;763.02;29;26.31;49
5;005 - Sklep San Francisco;2016-02-13;1187.05;23;51.61;35
5;005 - Sklep San Francisco;2016-02-15;626.68;28;22.38;52
5;005 - Sklep San Francisco;2016-02-16;949.39;25;37.98;72
5;005 - Sklep San Francisco;2016-02-17;516.26;18;28.68;37
5;005 - Sklep San Francisco;2016-02-18;696.86;23;30.3;64
5;005 - Sklep San Francisco;2016-02-19;300.19;18;16.68;40
5;005 - Sklep San Francisco;2016-02-20;1186.84;18;65.94;51
5;005 - Sklep San Francisco;2016-02-22;469.05;20;23.45;35
5;005 - Sklep San Francisco;2016-02-23;561.95;26;21.61;55
5;005 - Sklep San Francisco;2016-02-24;1184.1;26;45.54;63
5;005 - Sklep San Francisco;2016-02-25;750.83;25;30.03;47
5;005 - Sklep San Francisco;2016-02-26;698;24;29.08;48
5;005 - Sklep San Francisco;2016-02-27;1287.37;21;61.3;64
5;005 - Sklep San Francisco;2016-02-29;1129.54;23;49.11;52
5;005 - Sklep San Francisco;2016-03-01;630.85;24;26.29;45
5;005 - Sklep San Francisco;2016-03-02;336.47;11;30.59;13
5;005 - Sklep San Francisco;2016-03-03;895.8;24;37.33;58
5;005 - Sklep San Francisco;2016-03-04;1121.29;26;43.13;71
5;005 - Sklep San Francisco;2016-03-05;146.71;10;14.67;29
5;005 - Sklep San Francisco;2016-03-07;644.4;23;28.02;50
5;005 - Sklep San Francisco;2016-03-08;1084.49;22;49.3;41
5;005 - Sklep San Francisco;2016-03-09;674.09;23;29.31;41
5;005 - Sklep San Francisco;2016-03-10;1548.59;25;61.94;50
5;005 - Sklep San Francisco;2016-03-11;1161.87;36;32.27;83
5;005 - Sklep San Francisco;2016-03-12;1031.46;22;46.88;34
5;005 - Sklep San Francisco;2016-03-14;765.62;27;28.36;48
5;005 - Sklep San Francisco;2016-03-15;957.33;22;43.52;67
5;005 - Sklep San Francisco;2016-03-16;1080.97;18;60.05;40
5;005 - Sklep San Francisco;2016-03-17;880.14;22;40.01;46
5;005 - Sklep San Francisco;2016-03-18;852.11;29;29.38;59
5;005 - Sklep San Francisco;2016-03-19;1346.85;24;56.12;55
5;005 - Sklep San Francisco;2016-03-20;500.33;15;33.36;27
5;005 - Sklep San Francisco;2016-03-21;944.43;26;36.32;51
5;005 - Sklep San Francisco;2016-03-22;1081.48;28;38.62;62
5;005 - Sklep San Francisco;2016-03-23;1360.13;43;31.63;91
5;005 - Sklep San Francisco;2016-03-24;1723.91;46;37.48;81
5;005 - Sklep San Francisco;2016-03-25;1649.41;41;40.23;75
5;005 - Sklep San Francisco;2016-03-26;880.15;27;32.6;55
5;005 - Sklep San Francisco;2016-03-29;382.75;13;29.44;25
5;005 - Sklep San Francisco;2016-03-30;869.14;21;41.39;46
5;005 - Sklep San Francisco;2016-03-31;791.44;20;39.57;36
5;005 - Sklep San Francisco;2016-04-01;1360.55;33;41.23;55
5;005 - Sklep San Francisco;2016-04-02;755.44;21;35.97;46
5;005 - Sklep San Francisco;2016-04-04;1047.55;28;37.41;55
5;005 - Sklep San Francisco;2016-04-05;1004.9167;30;33.5;78.33
5;005 - Sklep San Francisco;2016-04-06;663.4467;21;31.59;41.33
5;005 - Sklep San Francisco;2016-04-07;1083.0634;21;51.57;45.66
5;005 - Sklep San Francisco;2016-04-08;476.3267;20;23.82;37.33
5;005 - Sklep San Francisco;2016-04-09;558.3;17;32.84;40
5;005 - Sklep San Francisco;2016-04-11;943.35;28;33.69;65
5;005 - Sklep San Francisco;2016-04-12;954.75;17;56.16;53
5;005 - Sklep San Francisco;2016-04-13;750.15;29;25.87;75
5;005 - Sklep San Francisco;2016-04-14;634.06;21;30.19;33
5;005 - Sklep San Francisco;2016-04-15;591.9667;16;37;43.33
5;005 - Sklep San Francisco;2016-04-16;377.58;9;41.95;22
5;005 - Sklep San Francisco;2016-04-18;787.9634;24;32.83;63.66
5;005 - Sklep San Francisco;2016-04-19;580.8;15;38.72;40
5;005 - Sklep San Francisco;2016-04-20;995.94;26;38.31;47
5;005 - Sklep San Francisco;2016-04-21;726.94;20;36.35;36
5;005 - Sklep San Francisco;2016-04-22;277.5534;14;19.83;24.66
5;005 - Sklep San Francisco;2016-04-23;341.55;15;22.77;25
5;005 - Sklep San Francisco;2016-04-25;880.45;31;28.4;69
5;005 - Sklep San Francisco;2016-04-26;730.33;21;34.78;49
5;005 - Sklep San Francisco;2016-04-27;1207.2567;24;50.3;66.33
5;005 - Sklep San Francisco;2016-04-28;1053.15;29;36.32;65
5;005 - Sklep San Francisco;2016-04-29;1944.39;30;64.81;91
5;005 - Sklep San Francisco;2016-04-30;1289.9;21;61.42;63
5;005 - Sklep San Francisco;2016-05-02;780.14;18;43.34;27
5;005 - Sklep San Francisco;2016-05-04;486.05;16;30.38;25
5;005 - Sklep San Francisco;2016-05-05;1237.3434;30;41.24;108.66
5;005 - Sklep San Francisco;2016-05-06;1595.9567;28;57;83.33
5;005 - Sklep San Francisco;2016-05-07;538.47;16;33.65;23
5;005 - Sklep San Francisco;2016-05-09;691.75;26;26.61;45
5;005 - Sklep San Francisco;2016-05-10;633.8234;20;31.69;43.66
5;005 - Sklep San Francisco;2016-05-11;1260.81;27;46.7;69
5;005 - Sklep San Francisco;2016-05-12;1072.78;20;53.64;27
5;005 - Sklep San Francisco;2016-05-13;879.25;21;41.87;45
5;005 - Sklep San Francisco;2016-05-14;647.08;14;46.22;22
5;005 - Sklep San Francisco;2016-05-16;832.89;27;30.85;61
5;005 - Sklep San Francisco;2016-05-17;670.97;16;41.94;43
5;005 - Sklep San Francisco;2016-05-18;752.42;21;35.83;58
5;005 - Sklep San Francisco;2016-05-19;1214.97;27;45;54
5;005 - Sklep San Francisco;2016-05-20;399.75;17;23.51;25
5;005 - Sklep San Francisco;2016-05-21;320.76;15;21.38;24
5;005 - Sklep San Francisco;2016-05-23;1205.2834;28;43.05;58.66
5;005 - Sklep San Francisco;2016-05-24;1210.59;29;41.74;101
5;005 - Sklep San Francisco;2016-05-25;1653.7867;34;48.64;108.33
5;005 - Sklep San Francisco;2016-05-27;1202.6567;29;41.47;60.33
5;005 - Sklep San Francisco;2016-05-28;740.27;20;37.01;43
5;005 - Sklep San Francisco;2016-05-30;444.5267;14;31.75;23.33
5;005 - Sklep San Francisco;2016-05-31;838.81;20;41.94;42
5;005 - Sklep San Francisco;2016-06-01;496.21;17;29.19;29
5;005 - Sklep San Francisco;2016-06-02;880.86;26;33.88;54
5;005 - Sklep San Francisco;2016-06-03;803.11;17;47.24;79
5;005 - Sklep San Francisco;2016-06-04;524.09;11;47.64;21
5;005 - Sklep San Francisco;2016-06-06;717.57;17;42.21;53
5;005 - Sklep San Francisco;2016-06-07;996.57;24;41.52;45
5;005 - Sklep San Francisco;2016-06-08;1145.6833;25;45.83;41.67
5;005 - Sklep San Francisco;2016-06-09;263.3067;22;11.97;39.33
5;005 - Sklep San Francisco;2016-06-10;667.83;22;30.36;69
5;005 - Sklep San Francisco;2016-06-11;1034.37;18;57.47;53
5;005 - Sklep San Francisco;2016-06-13;1224.58;26;47.1;42
5;005 - Sklep San Francisco;2016-06-14;614.82;24;25.62;48
5;005 - Sklep San Francisco;2016-06-15;962.8833;23;41.86;31.67
5;005 - Sklep San Francisco;2016-06-16;1652.2667;39;42.37;119.33
5;005 - Sklep San Francisco;2016-06-17;524.51;23;22.8;39
5;005 - Sklep San Francisco;2016-06-18;786.93;22;35.77;66
5;005 - Sklep San Francisco;2016-06-20;388.29;19;20.44;31
5;005 - Sklep San Francisco;2016-06-21;1324.06;22;60.18;56
5;005 - Sklep San Francisco;2016-06-22;586.0233;27;21.7;41.67
5;005 - Sklep San Francisco;2016-06-23;485.18;20;24.26;42
5;005 - Sklep San Francisco;2016-06-24;446.57;13;34.35;23
5;005 - Sklep San Francisco;2016-06-25;652.68;20;32.63;43
5;005 - Sklep San Francisco;2016-06-27;650.75;14;46.48;55
5;005 - Sklep San Francisco;2016-06-28;775.8867;26;29.84;41.33
5;005 - Sklep San Francisco;2016-06-29;1153.21;26;44.35;49
5;005 - Sklep San Francisco;2016-06-30;761.65;25;30.47;55
5;005 - Sklep San Francisco;2016-07-01;1096.98;30;36.57;62
5;005 - Sklep San Francisco;2016-07-02;728.45;20;36.42;56
5;005 - Sklep San Francisco;2016-07-04;908.3067;37;24.55;88.33
5;005 - Sklep San Francisco;2016-07-05;838.06;20;41.9;54
5;005 - Sklep San Francisco;2016-07-06;1102.99;19;58.05;84
5;005 - Sklep San Francisco;2016-07-07;1521.57;32;47.55;94
5;005 - Sklep San Francisco;2016-07-08;1660.6934;40;41.52;117.66
5;005 - Sklep San Francisco;2016-07-11;984.86;37;26.62;106
5;005 - Sklep San Francisco;2016-07-12;834.13;31;26.91;84
5;005 - Sklep San Francisco;2016-07-13;716.97;24;29.87;56
5;005 - Sklep San Francisco;2016-07-14;587.8366;20;29.39;36.34
5;005 - Sklep San Francisco;2016-07-15;2396.28;51;46.99;138
5;005 - Sklep San Francisco;2016-07-16;744.95;24;31.04;115
5;005 - Sklep San Francisco;2016-07-18;749.27;31;24.17;148
5;005 - Sklep San Francisco;2016-07-19;1007.77;39;25.84;126
5;005 - Sklep San Francisco;2016-07-20;792.39;30;26.41;71
5;005 - Sklep San Francisco;2016-07-21;680.95;21;32.43;59
5;005 - Sklep San Francisco;2016-07-22;1108.8;41;27.04;92
5;005 - Sklep San Francisco;2016-07-23;614.67;21;29.27;43
5;005 - Sklep San Francisco;2016-07-25;1084.7;34;31.9;80
5;005 - Sklep San Francisco;2016-07-26;783.96;27;29.04;84
5;005 - Sklep San Francisco;2016-07-27;591.3767;34;17.39;71.33
5;005 - Sklep San Francisco;2016-07-28;1088.63;40;27.22;125
5;005 - Sklep San Francisco;2016-07-29;2043.27;34;60.1;170
5;005 - Sklep San Francisco;2016-07-30;955.13;37;25.81;123
5;005 - Sklep San Francisco;2016-08-01;740.68;37;20.02;106
5;005 - Sklep San Francisco;2016-08-02;988.9934;42;23.55;137.66
5;005 - Sklep San Francisco;2016-08-03;1434.44;36;39.85;145
