IdSklep;Sklep;Data;WartoscsprzedazyBrutto;IloscdDkumentowSprzedazy;SredniaWartoscKoszyka;IloscIndeksow
8;008 - Sklep Oklahoma City;2016-05-25;4331.84;225;19.25;488.46
8;008 - Sklep Oklahoma City;2016-05-27;5193.02;227;22.88;546.22
8;008 - Sklep Oklahoma City;2016-05-28;2362.49;115;20.54;231.8
8;008 - Sklep Oklahoma City;2016-05-30;2578.71;127;20.3;324.35
8;008 - Sklep Oklahoma City;2016-05-31;3368.48;168;20.05;368
8;008 - Sklep Oklahoma City;2016-06-01;3405.99;151;22.56;339.25
8;008 - Sklep Oklahoma City;2016-06-02;3343.65;159;21.03;324
8;008 - Sklep Oklahoma City;2016-06-03;3893.01;208;18.72;492.3
8;008 - Sklep Oklahoma City;2016-06-04;3414.52;134;25.48;295
8;008 - Sklep Oklahoma City;2016-06-06;3571.02;160;22.32;389.7
8;008 - Sklep Oklahoma City;2016-06-07;3145.07;158;19.91;334.9
8;008 - Sklep Oklahoma City;2016-06-08;2899.55;145;20;399.5
8;008 - Sklep Oklahoma City;2016-06-09;2311.53;144;16.05;258.87
8;008 - Sklep Oklahoma City;2016-06-10;3458.39;193;17.92;429.48
8;008 - Sklep Oklahoma City;2016-06-11;3130.11;121;25.87;293.05
8;008 - Sklep Oklahoma City;2016-06-13;2585.69;126;20.52;251
8;008 - Sklep Oklahoma City;2016-06-14;3272.7;196;16.7;415.3
8;008 - Sklep Oklahoma City;2016-06-15;4279;164;26.09;334
8;008 - Sklep Oklahoma City;2016-06-16;2653.27;153;17.34;321
8;008 - Sklep Oklahoma City;2016-06-17;3360.64;178;18.88;421.1
8;008 - Sklep Oklahoma City;2016-06-18;2398.95;117;20.5;238
8;008 - Sklep Oklahoma City;2016-06-20;3480.6;148;23.52;307
8;008 - Sklep Oklahoma City;2016-06-21;3086.28;173;17.84;329.13
8;008 - Sklep Oklahoma City;2016-06-22;3622.13;175;20.7;389.05
8;008 - Sklep Oklahoma City;2016-06-23;3815.62;208;18.34;459
8;008 - Sklep Oklahoma City;2016-06-24;4349.53;198;21.97;468
8;008 - Sklep Oklahoma City;2016-06-25;1711.05;84;20.37;169
8;008 - Sklep Oklahoma City;2016-06-27;3838.26;173;22.19;402.33
8;008 - Sklep Oklahoma City;2016-06-28;3783.25;214;17.68;456.5
8;008 - Sklep Oklahoma City;2016-06-29;3580.44;165;21.7;423
8;008 - Sklep Oklahoma City;2016-06-30;4069.91;165;24.67;369.45
8;008 - Sklep Oklahoma City;2016-07-01;5161.12;241;21.42;545.8
8;008 - Sklep Oklahoma City;2016-07-02;1971.2;86;22.92;202.25
8;008 - Sklep Oklahoma City;2016-07-04;2839.16;145;19.58;332
8;008 - Sklep Oklahoma City;2016-07-05;4061.58;218;18.63;559.65
8;008 - Sklep Oklahoma City;2016-07-06;3658.25;142;25.76;391.95
8;008 - Sklep Oklahoma City;2016-07-07;3214.97;156;20.61;421.93
8;008 - Sklep Oklahoma City;2016-07-08;4881.62;208;23.47;539.76
8;008 - Sklep Oklahoma City;2016-07-09;3018.49;116;26.02;310.95
8;008 - Sklep Oklahoma City;2016-07-11;3196.29;152;21.03;375
8;008 - Sklep Oklahoma City;2016-07-12;5212.45;264;19.74;689.8
8;008 - Sklep Oklahoma City;2016-07-13;2963.08;177;16.74;372
8;008 - Sklep Oklahoma City;2016-07-14;3087.28;147;21;436
8;008 - Sklep Oklahoma City;2016-07-15;5243.09;195;26.89;753
8;008 - Sklep Oklahoma City;2016-07-16;2184.01;118;18.51;268
8;008 - Sklep Oklahoma City;2016-07-18;4179.63;204;20.49;491.9
8;008 - Sklep Oklahoma City;2016-07-19;4963.41;245;20.26;577
8;008 - Sklep Oklahoma City;2016-07-20;4428.7;225;19.68;597
8;008 - Sklep Oklahoma City;2016-07-21;4490.31;206;21.8;481.35
8;008 - Sklep Oklahoma City;2016-07-22;4610.99;198;23.29;522.58
8;008 - Sklep Oklahoma City;2016-07-23;2284.98;86;26.57;202
8;008 - Sklep Oklahoma City;2016-07-25;3343.14;188;17.78;485.9
8;008 - Sklep Oklahoma City;2016-07-26;5236.08;247;21.2;655.22
8;008 - Sklep Oklahoma City;2016-07-27;3130.92;183;17.11;436
8;008 - Sklep Oklahoma City;2016-07-28;4204.89;206;20.41;488.6
8;008 - Sklep Oklahoma City;2016-07-29;4509;234;19.27;555.2
8;008 - Sklep Oklahoma City;2016-07-30;2906.75;124;23.44;340.86
8;008 - Sklep Oklahoma City;2016-08-01;3749.03;177;21.18;425.18
8;008 - Sklep Oklahoma City;2016-08-02;4741.35;262;18.1;629.58
8;008 - Sklep Oklahoma City;2016-08-03;5027.1;233;21.58;647.7
8;008 - Sklep Oklahoma City;2016-08-04;3988.55;199;20.04;498
8;008 - Sklep Oklahoma City;2016-08-05;3753.99;219;17.14;482
8;008 - Sklep Oklahoma City;2016-08-06;2602.88;132;19.72;254
8;008 - Sklep Oklahoma City;2016-08-08;3373.7;181;18.64;407.7
8;008 - Sklep Oklahoma City;2016-08-09;5171.57;259;19.97;551
8;008 - Sklep Oklahoma City;2016-08-10;4819.48;190;25.37;592.5
8;008 - Sklep Oklahoma City;2016-08-11;4694.09;247;19;657
8;008 - Sklep Oklahoma City;2016-08-12;5578.3;228;24.47;504.6
8;008 - Sklep Oklahoma City;2016-08-13;3840.39;142;27.05;310.5
8;008 - Sklep Oklahoma City;2016-08-16;5543.65;245;22.63;610.32
8;008 - Sklep Oklahoma City;2016-08-17;3842.66;169;22.74;403.53
8;008 - Sklep Oklahoma City;2016-08-18;3274.3;198;16.54;431.2
8;008 - Sklep Oklahoma City;2016-08-19;5644.35;237;23.82;653.68
8;008 - Sklep Oklahoma City;2016-08-20;2847.35;133;21.41;317
8;008 - Sklep Oklahoma City;2016-08-22;3165.79;141;22.45;376.8
8;008 - Sklep Oklahoma City;2016-08-23;3418.98;178;19.21;391.58
8;008 - Sklep Oklahoma City;2016-08-24;2795.56;161;17.36;337
8;008 - Sklep Oklahoma City;2016-08-25;4242.57;200;21.21;484
8;008 - Sklep Oklahoma City;2016-08-26;3638.04;226;16.1;515.2
8;008 - Sklep Oklahoma City;2016-08-27;2434.49;124;19.63;287.9
8;008 - Sklep Oklahoma City;2016-08-29;3741.79;188;19.9;450
8;008 - Sklep Oklahoma City;2016-08-30;3963.2;202;19.62;444.02
8;008 - Sklep Oklahoma City;2016-08-31;3203.28;161;19.9;450.2
8;008 - Sklep Oklahoma City;2016-09-01;3068.47;169;18.16;379.81
8;008 - Sklep Oklahoma City;2016-09-02;3922.7;211;18.59;473.3
8;008 - Sklep Oklahoma City;2016-09-03;3439.2;160;21.5;372.55
8;008 - Sklep Oklahoma City;2016-09-05;3136.31;156;20.1;343.1
8;008 - Sklep Oklahoma City;2016-09-06;3637.81;203;17.92;422.5
8;008 - Sklep Oklahoma City;2016-09-07;3254.83;174;18.71;365.2
8;008 - Sklep Oklahoma City;2016-09-08;3790.42;193;19.64;424
8;008 - Sklep Oklahoma City;2016-09-09;4586.36;252;18.2;557.61
8;008 - Sklep Oklahoma City;2016-09-10;2784.5;122;22.82;292.67
8;008 - Sklep Oklahoma City;2016-09-12;1856.92;129;14.39;257.52
8;008 - Sklep Oklahoma City;2016-09-13;3651.77;175;20.87;401.7
8;008 - Sklep Oklahoma City;2016-09-14;3284.54;185;17.75;412.7
8;008 - Sklep Oklahoma City;2016-09-15;3186.37;171;18.63;461
8;008 - Sklep Oklahoma City;2016-09-16;3735.06;185;20.19;384.5
8;008 - Sklep Oklahoma City;2016-09-17;2488.18;106;23.47;258
8;008 - Sklep Oklahoma City;2016-09-19;2328.9;141;16.52;273.75
8;008 - Sklep Oklahoma City;2016-09-20;3322.39;183;18.16;393
8;008 - Sklep Oklahoma City;2016-09-21;2053.11;126;16.29;246
8;008 - Sklep Oklahoma City;2016-09-22;3707.22;156;23.76;463
8;008 - Sklep Oklahoma City;2016-09-23;4016.54;203;19.79;459
8;008 - Sklep Oklahoma City;2016-09-24;2306.16;118;19.54;277
8;008 - Sklep Oklahoma City;2016-09-26;3006.11;153;19.65;431.4
8;008 - Sklep Oklahoma City;2016-09-27;4303.65;207;20.79;449.87
8;008 - Sklep Oklahoma City;2016-09-28;1866.09;136;13.72;250.67
8;008 - Sklep Oklahoma City;2016-09-29;3066.88;165;18.59;368.01
8;008 - Sklep Oklahoma City;2016-09-30;4915.23;228;21.56;535.45
8;008 - Sklep Oklahoma City;2016-10-01;3296.85;143;23.05;334
8;008 - Sklep Oklahoma City;2016-10-03;2999.87;157;19.11;340.86
8;008 - Sklep Oklahoma City;2016-10-04;2950.14;178;16.57;375
8;008 - Sklep Oklahoma City;2016-10-05;2270.67;108;21.02;214.11
8;008 - Sklep Oklahoma City;2016-10-06;2430.64;138;17.61;293.25
8;008 - Sklep Oklahoma City;2016-10-07;3760.46;171;21.99;425.2
8;008 - Sklep Oklahoma City;2016-10-08;2948.62;145;20.34;321.48
8;008 - Sklep Oklahoma City;2016-10-10;2910.93;144;20.21;401.75
8;008 - Sklep Oklahoma City;2016-10-11;3319.41;191;17.38;360
8;008 - Sklep Oklahoma City;2016-10-12;4046.57;152;26.62;322.9
8;008 - Sklep Oklahoma City;2016-10-13;2636.88;181;14.57;367
8;008 - Sklep Oklahoma City;2016-10-14;3840.91;191;20.11;440.4
8;008 - Sklep Oklahoma City;2016-10-15;2697.34;126;21.41;287.2
8;008 - Sklep Oklahoma City;2016-10-17;1896.84;142;13.36;249
8;008 - Sklep Oklahoma City;2016-10-18;2436.1;162;15.04;314.7
8;008 - Sklep Oklahoma City;2016-10-19;2094.27;126;16.62;251
8;008 - Sklep Oklahoma City;2016-10-20;2141.11;125;17.13;252.5
8;008 - Sklep Oklahoma City;2016-10-21;4001.93;169;23.68;382.97
8;008 - Sklep Oklahoma City;2016-10-22;2092.9;90;23.25;184.11
8;008 - Sklep Oklahoma City;2016-10-24;2404.62;126;19.08;228
8;008 - Sklep Oklahoma City;2016-10-25;3197.36;175;18.27;389.1
8;008 - Sklep Oklahoma City;2016-10-26;2791.31;138;20.23;282
8;008 - Sklep Oklahoma City;2016-10-27;3128.78;172;18.19;369.75
8;008 - Sklep Oklahoma City;2016-10-28;4331.63;219;19.78;464.9
8;008 - Sklep Oklahoma City;2016-10-29;3288.19;108;30.45;260
8;008 - Sklep Oklahoma City;2016-10-31;4114.74;179;22.99;521.36
8;008 - Sklep Oklahoma City;2016-11-02;2200.03;116;18.97;252.4
8;008 - Sklep Oklahoma City;2016-11-03;2739.48;129;21.24;320
8;008 - Sklep Oklahoma City;2016-11-04;3463.37;190;18.23;354.7
8;008 - Sklep Oklahoma City;2016-11-05;2790.68;123;22.69;248.3
8;008 - Sklep Oklahoma City;2016-11-07;2559.06;138;18.54;272.6
8;008 - Sklep Oklahoma City;2016-11-08;3839.72;189;20.32;470
8;008 - Sklep Oklahoma City;2016-11-09;4363.5;162;26.94;326.7
8;008 - Sklep Oklahoma City;2016-11-10;3374.97;198;17.05;389.24
8;008 - Sklep Oklahoma City;2016-11-12;3077.21;151;20.38;311.2
8;008 - Sklep Oklahoma City;2016-11-14;2674.6;152;17.6;357.5
8;008 - Sklep Oklahoma City;2016-11-15;5451.44;189;28.84;451
8;008 - Sklep Oklahoma City;2016-11-16;2700.88;152;17.77;368.3
8;008 - Sklep Oklahoma City;2016-11-17;3232.43;133;24.3;285.77
8;008 - Sklep Oklahoma City;2016-11-18;3328.58;194;17.16;405.85
8;008 - Sklep Oklahoma City;2016-11-19;2181.07;113;19.3;253.9
8;008 - Sklep Oklahoma City;2016-11-21;3330.46;152;21.91;395
8;008 - Sklep Oklahoma City;2016-11-22;4019.75;176;22.84;408.96
8;008 - Sklep Oklahoma City;2016-11-23;3162.31;152;20.8;353
8;008 - Sklep Oklahoma City;2016-11-24;3095.8;172;18;319.8
8;008 - Sklep Oklahoma City;2016-11-25;3587.72;203;17.67;472.86
8;008 - Sklep Oklahoma City;2016-11-26;2520.72;106;23.78;210
8;008 - Sklep Oklahoma City;2016-11-28;3341.44;152;21.98;324.8
8;008 - Sklep Oklahoma City;2016-11-29;2621.65;154;17.02;344.49
8;008 - Sklep Oklahoma City;2016-11-30;3399.14;167;20.35;406.85
8;008 - Sklep Oklahoma City;2016-12-01;4522.04;162;27.91;415
8;008 - Sklep Oklahoma City;2016-12-02;4614.32;230;20.06;518.5
8;008 - Sklep Oklahoma City;2016-12-03;2908.25;148;19.65;283.58
8;008 - Sklep Oklahoma City;2016-12-05;4460.48;209;21.34;514.9
8;008 - Sklep Oklahoma City;2016-12-06;5793.67;240;24.14;522.37
8;008 - Sklep Oklahoma City;2016-12-07;4736.1;197;24.04;480.63
8;008 - Sklep Oklahoma City;2016-12-08;3874.26;179;21.64;430.07
8;008 - Sklep Oklahoma City;2016-12-09;6505.51;237;27.45;614.8
8;008 - Sklep Oklahoma City;2016-12-10;5537.67;169;32.77;447.96
8;008 - Sklep Oklahoma City;2016-12-12;5674.78;218;26.03;496.63
8;008 - Sklep Oklahoma City;2016-12-13;5882.29;272;21.63;706.78
8;008 - Sklep Oklahoma City;2016-12-14;5611.27;217;25.86;427.95
8;008 - Sklep Oklahoma City;2016-12-15;5437.35;234;23.24;553.36
8;008 - Sklep Oklahoma City;2016-12-16;7805.27;302;25.85;663.32
8;008 - Sklep Oklahoma City;2016-12-17;5201.73;190;27.38;387.51
8;008 - Sklep Oklahoma City;2016-12-18;4290.7;115;37.31;302.86
8;008 - Sklep Oklahoma City;2016-12-19;7322.11;282;25.96;701.01
8;008 - Sklep Oklahoma City;2016-12-20;8446.24;367;23.01;750.85
8;008 - Sklep Oklahoma City;2016-12-21;5444.09;227;23.98;533.54
9;009 - Sklep Kansas City;2016-09-29;1.19;1;1.19;1
9;009 - Sklep Kansas City;2016-09-30;8852.65;249;35.55;795
9;009 - Sklep Kansas City;2016-10-01;3245.41;94;34.53;279
9;009 - Sklep Kansas City;2016-10-03;3594.96;106;33.91;284
9;009 - Sklep Kansas City;2016-10-04;2436.49;93;26.2;241
9;009 - Sklep Kansas City;2016-10-05;3225.92;89;36.25;228
9;009 - Sklep Kansas City;2016-10-06;2989.57;80;37.37;263
9;009 - Sklep Kansas City;2016-10-07;3008.08;88;34.18;232
9;009 - Sklep Kansas City;2016-10-08;2512.97;58;43.33;223
9;009 - Sklep Kansas City;2016-10-10;3002.94;77;39;225
9;009 - Sklep Kansas City;2016-10-11;2192.92;76;28.85;228
9;009 - Sklep Kansas City;2016-10-12;4001.59;99;40.42;289
9;009 - Sklep Kansas City;2016-10-13;2420.41;77;31.43;179
9;009 - Sklep Kansas City;2016-10-14;2662.37;62;42.94;163
9;009 - Sklep Kansas City;2016-10-15;1811.1;43;42.12;110
9;009 - Sklep Kansas City;2016-10-17;3036.36;76;39.95;204
9;009 - Sklep Kansas City;2016-10-18;3622.7;80;45.28;280
9;009 - Sklep Kansas City;2016-10-19;2479.76;63;39.36;154
9;009 - Sklep Kansas City;2016-10-20;2184.18;77;28.37;182
9;009 - Sklep Kansas City;2016-10-21;3373.17;101;33.4;363
9;009 - Sklep Kansas City;2016-10-22;3659.09;66;55.44;211
9;009 - Sklep Kansas City;2016-10-24;4297.85;92;46.72;295
9;009 - Sklep Kansas City;2016-10-25;2031.53;71;28.61;179
9;009 - Sklep Kansas City;2016-10-26;4040.24;85;47.53;272
9;009 - Sklep Kansas City;2016-10-27;2320.88;54;42.98;138
9;009 - Sklep Kansas City;2016-10-28;2104.2;55;38.26;162
9;009 - Sklep Kansas City;2016-10-29;2008.17;35;57.38;133
9;009 - Sklep Kansas City;2016-10-31;3511.83;74;47.46;325
9;009 - Sklep Kansas City;2016-11-02;2500.8;66;37.89;210
9;009 - Sklep Kansas City;2016-11-03;2082.51;60;34.71;169
9;009 - Sklep Kansas City;2016-11-04;2706.33;62;43.65;167
9;009 - Sklep Kansas City;2016-11-05;2323.11;50;46.46;159
9;009 - Sklep Kansas City;2016-11-07;2700.17;94;28.73;243
9;009 - Sklep Kansas City;2016-11-08;2762.74;76;36.35;196
9;009 - Sklep Kansas City;2016-11-09;2601.72;76;34.23;228
9;009 - Sklep Kansas City;2016-11-10;2536.73;68;37.3;197
9;009 - Sklep Kansas City;2016-11-12;4364.1;84;51.95;240
9;009 - Sklep Kansas City;2016-11-14;2800.56;88;31.82;194
9;009 - Sklep Kansas City;2016-11-15;2658.18;47;56.56;172
9;009 - Sklep Kansas City;2016-11-16;3049.78;79;38.6;194
9;009 - Sklep Kansas City;2016-11-17;2131.21;60;35.52;179
9;009 - Sklep Kansas City;2016-11-18;3601.34;97;37.13;276
9;009 - Sklep Kansas City;2016-11-19;2314.14;67;34.54;166
9;009 - Sklep Kansas City;2016-11-21;3368.19;102;33.02;251
9;009 - Sklep Kansas City;2016-11-22;3404.26;85;40.05;204
9;009 - Sklep Kansas City;2016-11-23;2691.68;87;30.94;202
9;009 - Sklep Kansas City;2016-11-24;3400.21;79;43.04;219
9;009 - Sklep Kansas City;2016-11-25;5781.61;87;66.46;346
9;009 - Sklep Kansas City;2016-11-26;3251.36;59;55.11;204
9;009 - Sklep Kansas City;2016-11-28;3430.2;97;35.36;250
9;009 - Sklep Kansas City;2016-11-29;3057.2;74;41.31;180
9;009 - Sklep Kansas City;2016-11-30;2900.66;84;34.53;214
9;009 - Sklep Kansas City;2016-12-01;2603.8;58;44.89;160
9;009 - Sklep Kansas City;2016-12-02;4001.61;86;46.53;209
9;009 - Sklep Kansas City;2016-12-03;3369.62;77;43.76;258
9;009 - Sklep Kansas City;2016-12-05;3287.85;102;32.23;245
9;009 - Sklep Kansas City;2016-12-06;3602;95;37.92;260
9;009 - Sklep Kansas City;2016-12-07;2825.45;68;41.55;235
9;009 - Sklep Kansas City;2016-12-08;2554.79;77;33.18;211
9;009 - Sklep Kansas City;2016-12-09;4204.23;95;44.26;317
9;009 - Sklep Kansas City;2016-12-10;5233.6;63;83.07;250
9;009 - Sklep Kansas City;2016-12-12;4715.54;104;45.34;396
9;009 - Sklep Kansas City;2016-12-13;3424.26;84;40.77;244
9;009 - Sklep Kansas City;2016-12-14;5212.18;115;45.32;432
9;009 - Sklep Kansas City;2016-12-15;5697.92;116;49.12;358
9;009 - Sklep Kansas City;2016-12-16;5602.57;113;49.58;442
9;009 - Sklep Kansas City;2016-12-17;3343.2;83;40.28;243
9;009 - Sklep Kansas City;2016-12-18;2466.51;51;48.36;174
9;009 - Sklep Kansas City;2016-12-19;4913.05;91;53.99;283
9;009 - Sklep Kansas City;2016-12-20;6615.64;99;66.82;342
9;009 - Sklep Kansas City;2016-12-21;5252.83;115;45.68;307
9;009 - Sklep Kansas City;2016-12-22;5498.08;125;43.98;352
9;009 - Sklep Kansas City;2016-12-23;6805.03;136;50.04;503
9;009 - Sklep Kansas City;2016-12-24;3108.21;72;43.17;204
9;009 - Sklep Kansas City;2016-12-27;2920.29;74;39.46;185
9;009 - Sklep Kansas City;2016-12-28;2318.98;65;35.68;174
9;009 - Sklep Kansas City;2016-12-29;4073.94;95;42.88;268
9;009 - Sklep Kansas City;2016-12-30;3708.92;82;45.23;236
9;009 - Sklep Kansas City;2016-12-31;3547.87;59;60.13;158
10;010 - Sklep Iowa City;2016-05-19;4873.38;160;30.46;552
10;010 - Sklep Iowa City;2016-05-20;2158.99;62;34.82;231
10;010 - Sklep Iowa City;2016-05-21;718.79;35;20.54;92
10;010 - Sklep Iowa City;2016-05-23;711.02;27;26.33;58
10;010 - Sklep Iowa City;2016-05-24;924.55;27;34.24;86
10;010 - Sklep Iowa City;2016-05-25;1311.3;41;31.98;160
10;010 - Sklep Iowa City;2016-05-27;1240.59;42;29.54;103
10;010 - Sklep Iowa City;2016-05-28;771.65;21;36.75;66
10;010 - Sklep Iowa City;2016-05-30;962.49;24;40.1;92
10;010 - Sklep Iowa City;2016-05-31;913.67;31;29.47;64
10;010 - Sklep Iowa City;2016-06-01;1108.53;33;33.59;117
10;010 - Sklep Iowa City;2016-06-02;1107.18;24;46.13;62
10;010 - Sklep Iowa City;2016-06-03;1302.26;38;34.27;115
10;010 - Sklep Iowa City;2016-06-04;1313.93;21;62.57;66
10;010 - Sklep Iowa City;2016-06-06;573.33;31;18.49;57
10;010 - Sklep Iowa City;2016-06-07;506.78;28;18.1;72
10;010 - Sklep Iowa City;2016-06-08;774.39;21;36.88;72
10;010 - Sklep Iowa City;2016-06-09;923.51;17;54.32;50
10;010 - Sklep Iowa City;2016-06-10;1430.73;29;49.34;100
10;010 - Sklep Iowa City;2016-06-11;1512.31;32;47.26;79
10;010 - Sklep Iowa City;2016-06-13;982.4;29;33.88;91
10;010 - Sklep Iowa City;2016-06-14;1747.11;34;51.39;91
10;010 - Sklep Iowa City;2016-06-15;909.54;31;29.34;86
10;010 - Sklep Iowa City;2016-06-16;1454.53;43;33.83;117
10;010 - Sklep Iowa City;2016-06-17;1848.76;34;54.38;92
10;010 - Sklep Iowa City;2016-06-18;1720.81;34;50.61;89
10;010 - Sklep Iowa City;2016-06-20;1661.68;33;50.35;146
10;010 - Sklep Iowa City;2016-06-21;1647.98;47;35.06;152
10;010 - Sklep Iowa City;2016-06-22;897.68;33;27.2;82
10;010 - Sklep Iowa City;2016-06-23;871.33;34;25.63;87
10;010 - Sklep Iowa City;2016-06-24;709.42;21;33.78;49
10;010 - Sklep Iowa City;2016-06-25;536.41;12;44.7;39
10;010 - Sklep Iowa City;2016-06-27;1322.61;27;48.99;111
10;010 - Sklep Iowa City;2016-06-28;1769.8;33;53.63;103
10;010 - Sklep Iowa City;2016-06-29;943.53;30;31.45;97
10;010 - Sklep Iowa City;2016-06-30;2021.59;42;48.13;141
10;010 - Sklep Iowa City;2016-07-01;1540.35;45;34.23;136
10;010 - Sklep Iowa City;2016-07-02;595.61;22;27.07;69
10;010 - Sklep Iowa City;2016-07-04;1556.93;42;37.07;147
10;010 - Sklep Iowa City;2016-07-05;1850.48;40;46.26;122
10;010 - Sklep Iowa City;2016-07-06;1062.12;38;27.95;88
10;010 - Sklep Iowa City;2016-07-07;1518.89;35;43.4;71
10;010 - Sklep Iowa City;2016-07-08;1606.85;32;50.21;115
10;010 - Sklep Iowa City;2016-07-09;2150.66;41;52.46;115
10;010 - Sklep Iowa City;2016-07-11;2677.87;50;53.56;156
10;010 - Sklep Iowa City;2016-07-12;2043.95;65;31.45;156
10;010 - Sklep Iowa City;2016-07-13;1337.49;40;33.44;81
10;010 - Sklep Iowa City;2016-07-14;1173.01;39;30.08;139
10;010 - Sklep Iowa City;2016-07-18;935.92;38;24.63;88
10;010 - Sklep Iowa City;2016-07-19;1633.39;52;31.41;181
10;010 - Sklep Iowa City;2016-07-20;1910.46;51;37.46;216
10;010 - Sklep Iowa City;2016-07-21;2429.72;37;65.67;189
10;010 - Sklep Iowa City;2016-07-22;1785.11;30;59.5;109
10;010 - Sklep Iowa City;2016-07-23;1252.57;31;40.41;85
10;010 - Sklep Iowa City;2016-07-25;1688.1;44;38.37;120
10;010 - Sklep Iowa City;2016-07-26;1180.22;29;40.7;138
10;010 - Sklep Iowa City;2016-07-27;1810.15;38;47.64;125
10;010 - Sklep Iowa City;2016-07-28;2365.85;38;62.26;106
10;010 - Sklep Iowa City;2016-07-29;1868.5;52;35.93;170
10;010 - Sklep Iowa City;2016-07-30;1596.88;45;35.49;133
10;010 - Sklep Iowa City;2016-08-01;2212.11;44;50.28;119
10;010 - Sklep Iowa City;2016-08-02;1634;50;32.68;130
10;010 - Sklep Iowa City;2016-08-03;3332.81;41;81.29;161
10;010 - Sklep Iowa City;2016-08-04;1078.37;41;26.3;94
10;010 - Sklep Iowa City;2016-08-05;1064.02;28;38;98
10;010 - Sklep Iowa City;2016-08-06;1449.13;46;31.5;127
10;010 - Sklep Iowa City;2016-08-08;1610.4;33;48.8;95
10;010 - Sklep Iowa City;2016-08-09;1329.39;33;40.28;101
10;010 - Sklep Iowa City;2016-08-10;2181.87;52;41.96;173
10;010 - Sklep Iowa City;2016-08-11;1396.77;41;34.07;93
10;010 - Sklep Iowa City;2016-08-12;1763.59;44;40.08;103
10;010 - Sklep Iowa City;2016-08-13;963.75;27;35.69;55
10;010 - Sklep Iowa City;2016-08-16;3021.07;59;51.2;154
10;010 - Sklep Iowa City;2016-08-17;1819.42;43;42.31;89
10;010 - Sklep Iowa City;2016-08-18;3140.64;41;76.6;133
10;010 - Sklep Iowa City;2016-08-19;2177.88;36;60.5;128
10;010 - Sklep Iowa City;2016-08-20;798.87;23;34.73;63
10;010 - Sklep Iowa City;2016-08-22;1565.1;40;39.13;133
10;010 - Sklep Iowa City;2016-08-23;1088.76;35;31.11;114
10;010 - Sklep Iowa City;2016-08-24;1998.65;44;45.42;131
10;010 - Sklep Iowa City;2016-08-25;1508.6;46;32.8;117
10;010 - Sklep Iowa City;2016-08-26;923.57;31;29.79;83
10;010 - Sklep Iowa City;2016-08-27;847.11;27;31.37;75
10;010 - Sklep Iowa City;2016-08-29;832.1;30;27.74;91
10;010 - Sklep Iowa City;2016-08-30;2316.03;45;51.47;167
10;010 - Sklep Iowa City;2016-08-31;1652.64;41;40.31;117
10;010 - Sklep Iowa City;2016-09-01;1414.34;38;37.22;106
10;010 - Sklep Iowa City;2016-09-02;2424.86;44;55.11;164
10;010 - Sklep Iowa City;2016-09-03;1569.5;42;37.37;120
10;010 - Sklep Iowa City;2016-09-05;1197.43;34;35.22;107
10;010 - Sklep Iowa City;2016-09-06;1118.7;33;33.9;80
10;010 - Sklep Iowa City;2016-09-07;1279.1;37;34.57;90
10;010 - Sklep Iowa City;2016-09-08;580.41;27;21.5;55
10;010 - Sklep Iowa City;2016-09-09;1071.3;32;33.48;70
10;010 - Sklep Iowa City;2016-09-10;1186.92;28;42.39;66
10;010 - Sklep Iowa City;2016-09-11;789.21;27;29.23;53
10;010 - Sklep Iowa City;2016-09-12;1027.87;24;42.83;93
10;010 - Sklep Iowa City;2016-09-13;1732.4;47;36.86;131
10;010 - Sklep Iowa City;2016-09-14;1249.3;38;32.88;112
10;010 - Sklep Iowa City;2016-09-15;878.42;34;25.84;69
10;010 - Sklep Iowa City;2016-09-16;1501.25;28;53.62;107
10;010 - Sklep Iowa City;2016-09-17;1271.35;28;45.41;89
10;010 - Sklep Iowa City;2016-09-19;920.28;32;28.76;92
10;010 - Sklep Iowa City;2016-09-20;384.57;20;19.23;43
10;010 - Sklep Iowa City;2016-09-21;864.88;23;37.6;82
10;010 - Sklep Iowa City;2016-09-22;632.14;16;39.51;37
10;010 - Sklep Iowa City;2016-09-23;1225.58;30;40.85;82
10;010 - Sklep Iowa City;2016-09-24;1268.75;31;40.93;93
10;010 - Sklep Iowa City;2016-09-26;908.53;33;27.53;97
10;010 - Sklep Iowa City;2016-09-27;1092.62;24;45.53;58
10;010 - Sklep Iowa City;2016-09-28;1691.37;38;44.51;104
10;010 - Sklep Iowa City;2016-09-29;1705.11;37;46.08;127
10;010 - Sklep Iowa City;2016-09-30;1477.24;39;37.88;83
10;010 - Sklep Iowa City;2016-10-01;1234.79;31;39.83;91
10;010 - Sklep Iowa City;2016-10-03;1325.03;41;32.32;98
10;010 - Sklep Iowa City;2016-10-04;1185.13;29;40.87;68
10;010 - Sklep Iowa City;2016-10-05;1024.09;16;64.01;41
10;010 - Sklep Iowa City;2016-10-06;671.4;21;31.97;40
10;010 - Sklep Iowa City;2016-10-07;423.7;23;18.42;40
10;010 - Sklep Iowa City;2016-10-08;702.77;21;33.47;43
10;010 - Sklep Iowa City;2016-10-10;1194.94;37;32.3;86
10;010 - Sklep Iowa City;2016-10-11;1704.36;36;47.34;84
10;010 - Sklep Iowa City;2016-10-12;1841.66;39;47.22;106
10;010 - Sklep Iowa City;2016-10-13;982.15;27;36.38;75
10;010 - Sklep Iowa City;2016-10-14;1330.86;30;44.36;85
